contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260407P00500000,2026-04-07 15:05:46+00:00,500.0,0.01,0.0,0.01,0.0,0.0,3.0,863.0,1.5625021874999998,False,REGULAR,USD
SPY260407P00505000,2026-04-06 15:26:12+00:00,505.0,0.01,0.0,0.01,0.0,0.0,16.0,1324.0,1.5000025,False,REGULAR,USD
SPY260407P00510000,2026-04-06 15:26:18+00:00,510.0,0.01,0.0,0.01,0.0,0.0,16.0,398.0,1.4375028125,False,REGULAR,USD
SPY260407P00515000,2026-04-06 14:40:11+00:00,515.0,0.01,0.0,0.01,0.0,0.0,2.0,71.0,1.3750031249999999,False,REGULAR,USD
SPY260407P00520000,2026-04-06 19:13:21+00:00,520.0,0.01,0.0,0.01,0.0,0.0,11.0,256.0,1.3125034374999998,False,REGULAR,USD
SPY260407P00525000,2026-04-07 14:17:31+00:00,525.0,0.01,0.0,0.01,0.0,0.0,1.0,1152.0,1.2812535937499998,False,REGULAR,USD
SPY260407P00530000,2026-04-07 14:06:49+00:00,530.0,0.01,0.0,0.01,-0.01,-50.0,15.0,605.0,1.21875390625,False,REGULAR,USD
SPY260407P00535000,2026-04-02 19:04:06+00:00,535.0,0.02,0.0,0.01,0.0,0.0,8.0,382.0,1.1875040625,False,REGULAR,USD
SPY260407P00540000,2026-04-07 13:56:49+00:00,540.0,0.01,0.0,0.01,0.0,0.0,1.0,577.0,1.125004375,False,REGULAR,USD
SPY260407P00545000,2026-04-02 17:51:25+00:00,545.0,0.02,0.0,0.01,0.0,0.0,3.0,846.0,1.0625046875000002,False,REGULAR,USD
SPY260407P00550000,2026-04-06 15:21:39+00:00,550.0,0.01,0.0,0.01,0.0,0.0,101.0,2031.0,1.0312548437500002,False,REGULAR,USD
SPY260407P00555000,2026-04-06 13:43:12+00:00,555.0,0.01,0.0,0.01,0.0,0.0,56.0,541.0,0.9687503125,False,REGULAR,USD
SPY260407P00560000,2026-04-02 19:59:56+00:00,560.0,0.03,0.0,0.01,0.0,0.0,53.0,499.0,0.937500625,False,REGULAR,USD
SPY260407P00565000,2026-04-07 16:06:05+00:00,565.0,0.01,0.0,0.01,0.0,0.0,401.0,1761.0,0.87500125,False,REGULAR,USD
SPY260407P00570000,2026-04-06 17:10:43+00:00,570.0,0.01,0.0,0.01,0.0,0.0,17.0,1701.0,0.8281267187499999,False,REGULAR,USD
SPY260407P00575000,2026-04-06 17:55:36+00:00,575.0,0.01,0.0,0.01,0.0,0.0,31.0,3423.0,0.7812521875,False,REGULAR,USD
SPY260407P00580000,2026-04-07 14:41:31+00:00,580.0,0.01,0.0,0.01,0.0,0.0,7.0,2910.0,0.73437765625,False,REGULAR,USD
SPY260407P00585000,2026-04-07 13:30:52+00:00,585.0,0.01,0.0,0.01,0.0,0.0,2.0,2350.0,0.6875031250000001,False,REGULAR,USD
SPY260407P00590000,2026-04-07 13:36:00+00:00,590.0,0.01,0.0,0.01,0.0,0.0,15.0,3885.0,0.64062859375,False,REGULAR,USD
SPY260407P00595000,2026-04-07 16:28:28+00:00,595.0,0.01,0.0,0.01,0.0,0.0,25.0,3091.0,0.5937540625000001,False,REGULAR,USD
SPY260407P00600000,2026-04-07 16:05:23+00:00,600.0,0.01,0.0,0.01,0.0,0.0,14.0,4796.0,0.5468795312500001,False,REGULAR,USD
SPY260407P00601000,2026-04-07 16:52:41+00:00,601.0,0.01,0.0,0.01,0.0,0.0,12.0,731.0,0.5312546875,False,REGULAR,USD
SPY260407P00602000,2026-04-07 18:14:39+00:00,602.0,0.01,0.0,0.01,-0.01,-33.333336,38.0,838.0,0.5312546875,False,REGULAR,USD
SPY260407P00603000,2026-04-07 16:24:08+00:00,603.0,0.01,0.0,0.01,0.0,0.0,29.0,813.0,0.51562984375,False,REGULAR,USD
SPY260407P00604000,2026-04-07 14:58:43+00:00,604.0,0.01,0.0,0.01,0.0,0.0,2.0,1188.0,0.500005,False,REGULAR,USD
SPY260407P00605000,2026-04-07 14:27:25+00:00,605.0,0.01,0.0,0.01,0.0,0.0,20.0,3539.0,0.500005,False,REGULAR,USD
SPY260407P00606000,2026-04-06 19:58:08+00:00,606.0,0.01,0.0,0.01,0.0,0.0,736.0,1168.0,0.51562984375,False,REGULAR,USD
SPY260407P00607000,2026-04-07 17:56:58+00:00,607.0,0.01,0.0,0.01,0.0,0.0,4.0,1963.0,0.507817421875,False,REGULAR,USD
SPY260407P00608000,2026-04-07 15:22:07+00:00,608.0,0.01,0.0,0.01,0.0,0.0,24.0,5588.0,0.500005,False,REGULAR,USD
SPY260407P00609000,2026-04-07 15:09:47+00:00,609.0,0.01,0.0,0.01,-0.01,-50.0,4.0,5491.0,0.48438015625,False,REGULAR,USD
SPY260407P00610000,2026-04-07 16:20:04+00:00,610.0,0.01,0.0,0.01,-0.01,-50.0,116.0,8038.0,0.476567734375,False,REGULAR,USD
SPY260407P00611000,2026-04-06 19:36:42+00:00,611.0,0.02,0.0,0.01,0.0,0.0,202.0,520.0,0.4687553125,False,REGULAR,USD
SPY260407P00612000,2026-04-07 13:39:36+00:00,612.0,0.01,0.0,0.01,-0.01,-50.0,8.0,739.0,0.45313046875,False,REGULAR,USD
SPY260407P00613000,2026-04-07 14:23:15+00:00,613.0,0.01,0.0,0.01,-0.01,-50.0,6.0,1005.0,0.445318046875,False,REGULAR,USD
SPY260407P00614000,2026-04-07 13:53:44+00:00,614.0,0.01,0.0,0.01,-0.01,-50.0,39.0,457.0,0.437505625,False,REGULAR,USD
SPY260407P00615000,2026-04-07 15:55:13+00:00,615.0,0.01,0.0,0.01,0.0,0.0,213.0,5725.0,0.42188078125,False,REGULAR,USD
SPY260407P00616000,2026-04-07 14:51:58+00:00,616.0,0.01,0.0,0.01,-0.01,-50.0,87.0,875.0,0.414068359375,False,REGULAR,USD
SPY260407P00617000,2026-04-07 18:11:19+00:00,617.0,0.01,0.0,0.01,-0.01,-50.0,2034.0,1825.0,0.4062559375,False,REGULAR,USD
SPY260407P00618000,2026-04-07 18:11:09+00:00,618.0,0.01,0.0,0.01,-0.01,-50.0,495.0,4030.0,0.398443515625,False,REGULAR,USD
SPY260407P00619000,2026-04-07 16:12:53+00:00,619.0,0.02,0.0,0.01,0.0,0.0,1186.0,1394.0,0.38281867187499996,False,REGULAR,USD
SPY260407P00620000,2026-04-07 17:15:14+00:00,620.0,0.01,0.0,0.01,-0.01,-50.0,4702.0,7557.0,0.37500625,False,REGULAR,USD
SPY260407P00621000,2026-04-07 18:09:18+00:00,621.0,0.01,0.0,0.01,-0.02,-66.66667,2119.0,1142.0,0.367193828125,False,REGULAR,USD
SPY260407P00622000,2026-04-07 17:44:57+00:00,622.0,0.01,0.0,0.01,-0.01,-50.0,6829.0,2091.0,0.35547519531249994,False,REGULAR,USD
SPY260407P00623000,2026-04-07 17:29:09+00:00,623.0,0.01,0.0,0.01,0.0,0.0,753.0,1225.0,0.3437565625,False,REGULAR,USD
SPY260407P00624000,2026-04-07 17:45:57+00:00,624.0,0.02,0.0,0.01,-0.01,-33.333336,427.0,6865.0,0.335944140625,False,REGULAR,USD
SPY260407P00625000,2026-04-07 18:00:01+00:00,625.0,0.01,0.0,0.01,-0.01,-50.0,1060.0,11227.0,0.32813171874999997,False,REGULAR,USD
SPY260407P00626000,2026-04-07 18:17:26+00:00,626.0,0.01,0.0,0.01,-0.03,-75.0,2160.0,913.0,0.31250687499999996,False,REGULAR,USD
SPY260407P00627000,2026-04-07 18:11:09+00:00,627.0,0.01,0.01,0.02,-0.02,-66.66667,1518.0,1575.0,0.32813171874999997,False,REGULAR,USD
SPY260407P00628000,2026-04-07 18:08:47+00:00,628.0,0.01,0.01,0.02,-0.03,-75.0,3036.0,3036.0,0.31641308593749995,False,REGULAR,USD
SPY260407P00629000,2026-04-07 18:07:52+00:00,629.0,0.01,0.01,0.02,-0.03,-75.0,4364.0,9546.0,0.3086006640625,False,REGULAR,USD
SPY260407P00630000,2026-04-07 18:19:56+00:00,630.0,0.01,0.01,0.02,-0.04,-80.00001,3005.0,9474.0,0.29688203124999996,False,REGULAR,USD
SPY260407P00631000,2026-04-07 18:17:03+00:00,631.0,0.02,0.01,0.02,-0.030000001,-75.0,2719.0,3332.0,0.28516339843749994,False,REGULAR,USD
SPY260407P00632000,2026-04-07 18:13:03+00:00,632.0,0.02,0.01,0.02,-0.04,-66.66667,2416.0,3223.0,0.273444765625,False,REGULAR,USD
SPY260407P00633000,2026-04-07 18:18:40+00:00,633.0,0.01,0.01,0.02,-0.049999997,-83.333336,4574.0,1865.0,0.26367923828125,False,REGULAR,USD
SPY260407P00634000,2026-04-07 18:12:21+00:00,634.0,0.01,0.01,0.02,-0.049999997,-83.333336,5327.0,2718.0,0.25391371093750004,False,REGULAR,USD
SPY260407P00635000,2026-04-07 18:19:39+00:00,635.0,0.02,0.01,0.02,-0.06,-85.71429,7701.0,5032.0,0.242195078125,False,REGULAR,USD
SPY260407P00636000,2026-04-07 18:12:56+00:00,636.0,0.02,0.01,0.02,-0.05,-71.42857,4951.0,4531.0,0.2304764453125,False,REGULAR,USD
SPY260407P00637000,2026-04-07 17:57:56+00:00,637.0,0.01,0.01,0.02,-0.07,-87.5,8270.0,2022.0,0.22071091796874998,False,REGULAR,USD
SPY260407P00638000,2026-04-07 18:18:30+00:00,638.0,0.01,0.01,0.02,-0.09,-90.0,10334.0,4886.0,0.20899228515624996,False,REGULAR,USD
SPY260407P00639000,2026-04-07 18:17:09+00:00,639.0,0.01,0.01,0.02,-0.09,-81.818184,9019.0,1983.0,0.1992267578125,False,REGULAR,USD
SPY260407P00640000,2026-04-07 18:18:28+00:00,640.0,0.02,0.02,0.03,-0.11,-84.61539,32896.0,9944.0,0.19727365234375,False,REGULAR,USD
SPY260407P00641000,2026-04-07 18:19:18+00:00,641.0,0.02,0.02,0.03,-0.120000005,-85.71429,38056.0,3101.0,0.18555501953124998,False,REGULAR,USD
SPY260407P00642000,2026-04-07 18:17:08+00:00,642.0,0.02,0.02,0.03,-0.15,-88.2353,34726.0,10306.0,0.17383638671875,False,REGULAR,USD
SPY260407P00643000,2026-04-07 18:17:43+00:00,643.0,0.03,0.02,0.03,-0.16,-84.210526,27597.0,3692.0,0.16211775390625,False,REGULAR,USD
SPY260407P00644000,2026-04-07 18:18:37+00:00,644.0,0.03,0.02,0.03,-0.2,-86.95652,27097.0,3856.0,0.15039912109375003,False,REGULAR,USD
SPY260407P00645000,2026-04-07 18:19:43+00:00,645.0,0.03,0.03,0.04,-0.24000001,-88.888885,61849.0,6966.0,0.1445398046875,False,REGULAR,USD
SPY260407P00646000,2026-04-07 18:19:07+00:00,646.0,0.03,0.03,0.04,-0.28,-90.32258,61226.0,3602.0,0.131844619140625,False,REGULAR,USD
SPY260407P00647000,2026-04-07 18:20:01+00:00,647.0,0.03,0.03,0.04,-0.35,-89.74359,80731.0,3757.0,0.11914943359374999,False,REGULAR,USD
SPY260407P00648000,2026-04-07 18:19:59+00:00,648.0,0.05,0.05,0.06,-0.39,-88.63637,106987.0,4067.0,0.1147549462890625,False,REGULAR,USD
SPY260407P00649000,2026-04-07 18:19:40+00:00,649.0,0.06,0.05,0.06,-0.48000002,-90.56603,139559.0,3574.0,0.100594931640625,False,REGULAR,USD
SPY260407P00650000,2026-04-07 18:20:04+00:00,650.0,0.06,0.06,0.07,-0.6,-90.909096,311760.0,9829.0,0.0898528515625,False,REGULAR,USD
SPY260407P00651000,2026-04-07 18:19:27+00:00,651.0,0.09,0.08,0.09,-0.66999996,-88.15788,232553.0,4102.0,0.07959904785156251,False,REGULAR,USD
SPY260407P00652000,2026-04-07 18:20:04+00:00,652.0,0.11,0.1,0.11,-0.78999996,-88.764046,333562.0,4727.0,0.0669038623046875,False,REGULAR,USD
SPY260407P00653000,2026-04-07 18:20:07+00:00,653.0,0.15,0.15,0.16,-0.93000007,-86.111115,351601.0,4681.0,0.0561617822265625,False,REGULAR,USD
SPY260407P00654000,2026-04-07 18:20:04+00:00,654.0,0.24,0.24,0.25,-1.0699999,-81.67939,337002.0,7538.0,0.044076942138671873,False,REGULAR,USD
SPY260407P00655000,2026-04-07 18:20:07+00:00,655.0,0.4,0.4,0.41,-1.13,-73.85621,319864.0,8781.0,0.02710933837890625,True,REGULAR,USD
SPY260407P00656000,2026-04-07 18:20:08+00:00,656.0,0.67,0.67,0.68,-1.1500001,-63.18681,246064.0,8246.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00657000,2026-04-07 18:20:04+00:00,657.0,1.14,1.13,1.14,-1.0200001,-47.222225,127290.0,6306.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00658000,2026-04-07 18:20:04+00:00,658.0,1.76,1.75,1.77,-0.79999995,-31.372547,74319.0,15139.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00659000,2026-04-07 18:19:29+00:00,659.0,2.64,2.48,2.52,-0.3499999,-11.705683,18610.0,4639.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00660000,2026-04-07 18:19:32+00:00,660.0,3.47,3.39,3.43,-0.00999999,-0.28735605,15317.0,1684.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00661000,2026-04-07 18:14:46+00:00,661.0,4.65,4.38,4.42,0.6199999,15.384612,11067.0,1400.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00662000,2026-04-07 18:19:12+00:00,662.0,5.29,5.21,5.45,0.6199999,13.276229,13105.0,1246.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00663000,2026-04-07 18:11:06+00:00,663.0,6.94,6.34,6.53,1.48,27.106226,12983.0,1625.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00664000,2026-04-07 18:09:31+00:00,664.0,7.62,7.41,7.51,1.44,23.300972,15835.0,481.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00665000,2026-04-07 18:09:34+00:00,665.0,8.62,8.23,8.48,1.69,24.386724,12442.0,606.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00666000,2026-04-07 18:19:14+00:00,666.0,9.19,9.13,9.31,1.6599994,22.045143,6104.0,107.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00667000,2026-04-07 18:19:15+00:00,667.0,10.3,10.22,10.49,1.7700005,20.7503,1338.0,479.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00668000,2026-04-07 18:14:32+00:00,668.0,11.63,11.34,11.49,2.0299997,21.14583,210.0,39.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00669000,2026-04-07 17:58:55+00:00,669.0,12.26,12.16,12.48,1.6100006,15.117377,146.0,503.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00670000,2026-04-07 18:08:33+00:00,670.0,13.64,13.11,13.48,2.4300003,21.677076,3438.0,565.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00671000,2026-04-07 18:14:36+00:00,671.0,14.46,14.11,14.48,0.21000004,1.4736844,48.0,24.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00672000,2026-04-07 17:54:25+00:00,672.0,15.09,15.11,15.47,0.97000027,6.8696904,90.0,48.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00673000,2026-04-07 18:15:50+00:00,673.0,16.56,16.29,16.47,2.0699997,14.285712,34.0,4.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00674000,2026-04-07 13:56:53+00:00,674.0,17.3,17.31,17.47,-2.4900017,-12.58212,3.0,4.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00675000,2026-04-07 17:57:12+00:00,675.0,18.2,18.3,18.47,1.6599998,10.036274,21.0,8.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00676000,2026-04-07 18:07:44+00:00,676.0,19.72,19.1,19.44,1.25,6.7677317,28.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00677000,2026-04-07 16:55:25+00:00,677.0,20.75,20.09,20.24,1.75,9.210526,8.0,1.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00678000,2026-04-07 17:37:41+00:00,678.0,20.21,21.14,21.27,-1.7700005,-8.052777,12.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00679000,2026-04-07 17:37:41+00:00,679.0,21.19,22.09,22.4,-17.81,-45.666668,8.0,1.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00680000,2026-04-07 17:47:17+00:00,680.0,23.37,23.1,23.24,1.8000011,8.34493,15.0,2.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00681000,2026-04-07 18:11:48+00:00,681.0,24.79,24.1,24.45,-10.540001,-29.833006,11.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00682000,2026-03-31 17:20:25+00:00,682.0,33.88,25.21,25.31,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00683000,2026-04-07 17:31:10+00:00,683.0,27.32,26.27,26.36,-16.310001,-37.382538,10.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00686000,2026-03-27 20:04:30+00:00,686.0,52.44,29.27,29.38,0.0,0.0,10.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00687000,2026-04-07 17:00:31+00:00,687.0,30.32,30.25,30.36,-0.39999962,-1.3020821,10.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00690000,2026-04-07 16:27:02+00:00,690.0,33.96,33.27,33.37,0.8199997,2.4743505,219.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00693000,2026-03-30 17:16:34+00:00,693.0,59.13,35.08,37.67,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00695000,2026-04-07 13:56:57+00:00,695.0,40.1,37.08,39.58,-8.57,-17.608383,4.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00699000,2026-04-07 17:48:30+00:00,699.0,42.47,41.08,43.64,0.8100014,1.9443144,18.0,,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00700000,2026-04-07 17:48:30+00:00,700.0,43.41,42.08,44.57,1.2799988,3.038212,18.0,,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00715000,2026-04-02 18:41:08+00:00,715.0,61.0,57.06,59.63,0.0,0.0,6.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00755000,2026-04-06 14:12:29+00:00,755.0,97.57,96.94,99.72,0.0,0.0,,,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00770000,2026-04-02 19:43:01+00:00,770.0,115.67,112.08,114.63,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00850000,2026-03-27 14:17:58+00:00,850.0,211.11,191.99,194.55,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00860000,2026-03-27 14:17:58+00:00,860.0,218.77,201.99,204.55,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00905000,2026-04-02 14:52:00+00:00,905.0,251.49,247.07,249.64,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY260407P00940000,2026-04-02 14:52:00+00:00,940.0,286.49,281.95,284.6,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
